true_complexity,true_equation,true_stdev,found_loss,found_equation
19, x3 + ((-0.6095233517902553 + ((x2 / cos(x3)) / ((sqrt(x3) * exp(x3)) + 4.223621305260759))) * log(x1))                                                                                                                                                    ,4.304037414923724,0.001756019020212, (x3 + ((log(x1) * x2) / ((exp(x3 / 0.842540749000728) + 3.767108410968312) * cos(x3)))) - (log(sqrt(x1)) * 1.2071415931622884)
14, 2.4460024240764118 / ((x2 + cos(x2)) * log((x2 + x1) + exp(x1)))                                                                                                                                                                                          ,0.7464638560290909,0.0017289623866386, (2.6428907057324946 / (sqrt(sqrt((exp(cos(x2)) - -0.3388892189882993) * x1) * x1) + x2)) - 0.1729099372881977
18, log(exp(x2 / 1.5999365142491895)) - ((log(x1 + (0.4648731438478738 * exp(x1))) * 1.1827380495808255) - log(x2))                                                                                                                                           ,4.100155554829112,0.0017019624562983, (-1.3759176128982489 + log((sqrt(exp(x2) - -1.2228023965137524) / 0.28674352390181) * (x2 / ((exp(x1) * 0.4537096037983508) + x1)))) * 1.1853583085267763
25, (exp(x2) - exp(exp(x1) / (cos(x2) - 1.1690075931397828))) - ((exp(x2) - ((sqrt(x2) + x1) - 4.934142850126573)) - (0.19556094916261565 * x2))                                                                                                              ,3.231344553582602,0.0016845407401728, (((((x2 * 0.853296210146792) / sqrt(sqrt(x2))) + -3.4893888319728186) + ((x1 - 1.4589634899696557) + -0.9073418512752093)) + cos(exp((x1 + (cos(x2) * 0.46600565641186825)) * -0.7690804350560992))) + 0.2712818823392761
27, (exp(0.9754059360112813 - ((x3 / x2) - (cos(x3) - 0.6706794786349274))) / log(0.48335768166911136 + exp(x2))) - (cos(2.339436389643891 - (x2 * -0.07815732263817746)) - log(x2))                                                                          ,1.1003343045442484,0.001681677921705, (log(x2 + exp((cos(x3) - -0.5013223907723683) - (((((x3 - cos(cos(sqrt(x2)))) / 0.45845460735111104) + 0.9130572158462275) / x2) / sqrt(x2)))) - -0.7457442049146552) / 0.9403877938744799
27, exp(((1.9380704254422922 * (0.04799061995329603 / sqrt(x2))) - ((cos((-0.7699653307047705 + x1) * 0.8864364734923077) - -0.8608612444957825) * x1)) * 0.14291537775607402) - (x2 + (x1 - sqrt(x1)))                                                       ,3.8099697749048858,0.0016791802538728, ((exp(cos(((0.09369533007758804 * (log(x1 * 0.3706156947045617) / sqrt(0.9805338948984306))) + -0.8976166223295207) * cos(-0.4527186159602728 * (0.9805338948984306 - x1)))) - x2) - (x1 * 0.8693299567595365)) + -0.14619296536679977
20, exp(0.01795139873622305 * x3) - log((1.7046296124794715 + cos(x3)) * (((0.7252650530063539 / (x3 / 1.4133081067455322)) * x1) - -1.5127639150882668))                                                                                                     ,0.9806500427236444,0.0016759979528718, cos(cos(cos(x3) + 0.36599684046541614)) + (log(x3 / ((x1 + (x3 + sqrt(x3))) / 0.9207677856597511)) - (cos(x3) * 0.8357995968763382))
25, exp(((0.4514550182579576 / x2) / ((-0.29437592859059947 / x5) * 0.4628634642176729)) + 0.17611684961522212) - (((x2 * (x5 - x4)) * sqrt(x3)) - log(sqrt(x1)))                                                                                             ,52.30959741467368,0.0016628320939567, ((exp(((-0.8357162204491556 - 2.2456130223952626) / x2) * x5) + (log(sqrt(x1)) + (-0.35086505042160565 + (((x4 - x5) * sqrt(x3)) * x2)))) - -0.9877348025336552) - sqrt(0.3986263922430166)
28, (((x3 - 0.3885941523703289) - sqrt(x2)) + (x2 - x4)) - ((log(x3) + ((-0.5198105696852929 * ((x2 + (sqrt(x1) + 0.7127852866786395)) / 1.017223164830884)) + 0.8333432095239737)) + 0.5619044468055981)                                                     ,5.087010583790675,0.0016597899866813, ((x2 - (cos((0.6475374501431609 - (x2 * 0.9483734960702409)) * 0.2588258790093233) * 1.409284185039418)) + (((x3 - -0.4382215062428264) - log(x3)) - (x4 - (sqrt(x1) * 0.5051308011269426)))) - 0.8688887840189082
28, log(x1) + (x2 * ((2.8298469968343047 / (((exp(x1 * (-0.2537881059688224 + x1)) + cos((-0.2789588052711256 / x3) * -1.5948814113871674)) / 0.1868322690448839) + exp(x1))) + sqrt(x2)))                                                                    ,9.60224114585835,0.0016454840468169, ((x2 * sqrt(x2)) + log(x1)) - (((x2 / 0.9420315049113827) * (-0.25876718748396743 / sqrt(x3 + ((0.07973865302820532 * (exp(3.557175684039486 * x1) * x3)) + -0.16429211556682202)))) * sqrt(x3))
25, (cos(x4) - (((x3 + x3) + 0.7761052332380971) - x1)) + log(((sqrt(x2 - -0.9348392634707419) - -0.8707389231165779) / 1.7503528591110862) + exp(-0.9882132167603181 + x4))                                                                                  ,6.890039255927004,0.001498419399378, (((x1 - x3) + ((x4 + -1.7234738469200872) - x3)) + (cos(x4) - -0.9711850611175582)) - cos(sqrt(exp(((x2 * 0.06548440590777466) - -1.5723740623257618) - x4)))
26, x3 * ((((x2 / 1.6410002679954157) * -1.0286136311535439) * exp((sqrt(x4) + 0.026701156779660517) / -0.5132037480012324)) - ((1.1728146120366574 + (-0.31916632371398446 + cos(x3))) - (-0.3162690308562918 + x1)))                                        ,20.711971596657524,0.0014943222219142, (x3 * (((x1 - cos(x3)) - 1.1747555032028207) - (x2 * (0.5064857774733432 / sqrt(exp((log(x4) - -2.5131703215467858) + x4) + exp(x4)))))) - (x2 * 0.004736372156966682)
25, cos(x2 / x1) / (cos(x3 * 0.3972610898871883) + ((((exp(x1) + x3) * x2) * 2.9760290383192096) * (-0.8046501863992441 * (log(x2) - x3))))                                                                                                                   ,0.1772059333132692,0.0014898892981816, ((((x3 / ((x1 + ((-0.07461175262982563 + exp(x3)) - x2)) * x5)) / exp(x1)) / exp(x1)) / x2) * log(exp(cos(x3)) + x4)
17, ((x3 * -0.14882222955845092) * (sqrt(exp(x3)) - x3)) - exp(cos(0.330379474396709 / (1.0657242424025997 + x2)))                                                                                                                                            ,46.12576518665772,0.0014854281345244, (-4.97603517377011 - (((x3 * cos(0.4830167671242902 - x3)) * 0.03782395365315773) + exp((sqrt(x3) * 3.9399978729844443) - 7.130731905630944))) + 2.2594565365773054
19, (cos(0.749383184791866 - x5) / (exp(x3 * (cos(x1) / 1.249264223956291)) + 1.2106946160711207)) / exp(-0.12839550655358734 * x2)                                                                                                                           ,0.8561915795666301,0.0014624043716053, (cos(x5 + -0.7491677862786684) / (-0.05441819943111471 - (((exp(cos(x1) * x3) / -1.3479339961391765) - 1.7756631564970489) / (x2 + 6.7487393375792)))) / 6.710173267000558
21, cos(0.23237149785161132 * (0.5950018055058814 + x2)) + sqrt(-1.5695694879778823 * ((cos(x3) + (0.36839026178168593 + (x2 + -1.9659541686147635))) - exp(x2)))                                                                                             ,45.40067566673252,0.0014541677753341, ((sqrt(((cos(x2 + 1.5833151221883697) / 1.4104404157608685) + (exp(x2) - (cos(x3) * 1.366729070740362))) - -5.377251050767956) * 1.247606428895521) + 0.9506299560689181) - 1.1446995226591663
12, cos(sqrt(x1)) + (log(x1) - ((x1 / x1) - -0.007975040270177848))                                                                                                                                                                                           ,0.5151724204641344,0.001453131101519, (((cos(x1 - -0.4567274266360679) * -0.1583709198282988) + -1.1254885735583637) / (sqrt(x1) + 0.14039070022612468)) + 0.4766888494620452
19, (x1 - (x1 + x2)) / (1.5303984156339836 / ((log(x1) / (1.6166465540772992 + (x1 + sqrt(x2)))) - 1.1974361592723595))                                                                                                                                       ,2.075708147483073,0.0014485096509984, ((x2 / 1.4819514763927248) + ((sqrt(exp(x1 + 0.3642347526200874)) + x2) * exp((-2.1397860099793986 * sqrt(x1)) - 0.1931321762589803))) - 0.16629810769896416
18, cos(cos(-0.38109936487075824 * x2)) - ((x1 - 1.1665854069895614) * (cos(sqrt(x2)) + (x1 * sqrt(x3))))                                                                                                                                                     ,61.48087183896187,0.0014374230108739, -0.019594445258796896 + (cos(cos(x2 * sqrt(0.15832614585071766))) - ((-1.1663142787234777 + x1) * (cos(sqrt(x2)) + (x1 * sqrt(x3)))))
30, ((-1.7950519506430764 + x1) / 0.8335316528050939) + ((((x2 / x2) + (1.631523360229411 - x1)) / ((-0.21205908249101704 / (0.05571797989990007 * x2)) - exp(x1 / x1))) / ((x1 * x2) + 0.30878661085343917))                                                 ,3.5383432902085006,0.0014346536891888, ((-2.2087868138827274 + log(exp(x1 / 0.4325824622051042) - cos((log(x1 / ((5.665338766378715 + 0.23029743622432933) / x2)) * (exp(exp(-0.933519188197988)) / exp(x2))) * 0.10265251077570509))) - 1.9619160622761225) / 1.9091753567426175
22, (cos(cos(x1)) - log((1.4489160305527926 * x1) / 0.635757738573259)) * log((0.04552622550288218 + exp((-1.0525410009737355 + x1) + 3.4852174601895176)) - -1.7989198708250238)                                                                             ,9.755908742887309,0.0014018407615929, ((((-2.5311830586515054 - x1) * log(x1)) - (((x1 * 0.37057010327865264) + 0.8338911370043938) * (cos(x1 + x1) * 0.6333731646157827))) - (x1 * 0.033584319903763676)) + -0.12836232018499716
6, exp(log(x1) - exp(x2))                                                                                                                                                                                                                                    ,0.3592470973343453,0.0014014957776972, x1 / exp(sqrt(exp(x2)) + x2)
20, cos(((0.4688799513741281 / x1) / (0.6929101212005012 / x1)) + ((0.8532629456009517 + x1) / x1)) * ((x1 + x1) + x1)                                                                                                                                        ,1.263508923203155,0.0013959946573349, (((cos((0.8082776658811945 / (((log(x1) * 0.06630406142355989) - x1) - -0.08281065736896256)) / -1.1801816931033753) * -1.4246335114878472) + -1.4684659590686484) + (x1 * -0.3177989949553062)) - -0.37073396662146574
26, (log(exp(0.8112934855272727 + x1)) - ((log(x1) * ((x1 + 1.213712716742107) + (x1 + -1.3267776053663662))) * (1.2668401120979254 - sqrt(x1)))) - (0.5201411340554616 * sqrt(x1))                                                                           ,28.60427297793386,0.0013919649156129, (((((((1.129933256201122 / (((((exp(x1) - 0.6175308901161356) * 3.6525434762559734) + x1) - 0.5346769083231107) + 0.6999669412604947)) / 1.1289373078135778) / 0.08247801143016974) + x1) - 1.5229556013181262) * x1) * 1.1293220674543885) + 0.3493078871872786
19, ((x5 / exp(x5)) - (log(x4) - (x1 + x4))) + cos((-0.9182277074488701 + cos(x4)) / 3.833119177620722)                                                                                                                                                       ,3.616119398551703,0.0013695184009728, ((x1 - log(x4)) + (2.0223415859812954 + (x4 - 1.0690242632505453))) + (sqrt(sqrt(exp(cos(x4)))) * (x5 / exp(x5)))
12, ((x3 * 0.6449707866375786) + log(x5)) / (exp(sqrt(x3)) + x2)                                                                                                                                                                                              ,0.1306254049878784,0.0013608298327213, 1.1877645201993816 / sqrt((x2 + x3) * exp((5.617061881012651 / (x3 + 0.6220237899143238)) / x5))
22, ((x4 - log(sqrt(x2) * (x4 * 0.8093461874091253))) + 0.7376480249229057) + exp(log(x2) * ((-0.7061116901031372 - x2) + cos(x2)))                                                                                                                           ,2.2372554228118697,0.0013466766849057, (((x4 - log(x4)) - (log(exp(sqrt(sqrt(x2)))) * 1.4225296806263052)) - (-4.047513148449247 / ((exp(x2 * x2) + 2.058611691059676) - x2))) - -2.2941372380414835
24, ((x2 * -1.068141555131282) / ((x1 + x2) - cos(exp((x2 + 0.7515117326623342) - (-0.027820847074620646 + (1.1742304687991523 / x2)))))) / (sqrt(x2) + 0.34728796434253745)                                                                                  ,0.1464137589094071,0.0013261663433696, cos(exp((log(cos(cos(x2 * x2))) - sqrt(x2)) + 1.1396665787588427)) * (-0.7645452777443887 / log((x1 * x1) + (x2 + (x2 * 0.6525012727722356))))
24, (0.7300339403196265 * cos(-0.3656576355100861 - x1)) - (x1 * (((-0.16568537616007742 * ((1.2925278525760184 * cos(x4)) * x2)) + cos(x2 - x1)) + x2))                                                                                                      ,23.67188564184776,0.0013194387030128, ((((x2 * x1) * 0.2141655859824799) * (cos(x4) + -4.66744360105244)) + (cos(x1 - x2) * (x1 / -1.0045509959871948))) + (cos(x1 + 0.37128513351562675) * cos(0.6802431676457803))
17, ((log(x1 / x1) + x1) + 0.8217773133272526) * ((x1 + x1) - (sqrt(x1) / x1))                                                                                                                                                                                ,63.8933499057833,0.001307825113237, ((((x1 + 0.6239184247178491) * x1) * 2.01476162503554) - exp(((log(x1) - -0.15969800753785246) * -0.5282811294476979) + -0.3328415078569445)) + -0.771684679640729
28, sqrt(sqrt(x2 / x3)) * (cos(exp(x4) - exp(x4)) * ((0.22123213594614718 * (((x4 + x1) + log(x2 + exp(x3))) + 0.2181613151688749)) - x4))                                                                                                                    ,3.054433729637213,0.0012753705189215, -0.06274840203858705 + ((((0.8635788287314535 / (((exp(0.8635788287314535) / sqrt(x2)) + exp(-1.1111291747680352)) + x3)) - (x4 - (0.2879528487196241 * (x3 + x1)))) / sqrt(sqrt(x3 / x2))) / 1.285973824132527)
16, cos(((-1.7667057338582053 - x2) * 0.34528522600086226) / ((0.7602154450633974 / exp(x1)) + exp(x1))) * x4                                                                                                                                                 ,2.9884130951400287,0.0012667053226896, x4 * cos(exp((log(x2 + 0.2709558817276333) * 0.7772523246867833) - sqrt(0.9555073995628145 - ((-0.37369586061636934 - x1) * x1))))
19, ((0.0802291552720484 * (-0.44341641966317125 + x4)) - log((x2 * x1) / exp(x4))) + (log(x2) / exp(x1))                                                                                                                                                     ,3.4704640957100503,0.001265572546682, ((((x4 - (log(x2) * 0.9257227511502354)) - log(x1)) * 1.0791139246357666) - ((cos(1.0726268153240832) - log(x2)) / exp(x1))) + 0.10906854008490598
19, cos(sqrt((x3 + (-0.8061237984984253 + x1)) - (-1.0989518994015872 - ((x1 * 0.13883935203609374) * ((0.41588306153654403 + x1) * x1)))))                                                                                                                   ,0.7037292328682372,0.0012617908063989, cos(log((((((sqrt(exp(x1)) * 2.0014699957282427) + 0.6495413647167727) + x3) + 7.537238011870862) * 0.8260258421336544) - 0.20067119286355892) / -0.2941315133485796) / 0.9938183524614158
28, ((x1 / -0.05565906307637643) + (0.9981100083519612 / (((-0.5716649937444701 - x1) + 1.172524236748831) + ((x1 / x1) * x1)))) / (0.9218895418845279 - log(((x1 / x1) + -0.8035500364558078) / x1))                                                         ,9.85984182493372,0.0012398680166214, (-0.5769505531117629 / (((x1 / -0.03160378828908739) + 2.506730782456711) - (0.19605164200329625 / (((x1 * 21.33836156937296) + 0.14853540937332657) / 1.5001134525782829)))) + ((((-2.2552665166653294 * x1) + 0.9800694394933784) - sqrt(x1 * 21.33836156937296)) - 0.5591089802423023)
27, exp(cos(((x2 / 0.9714792842217586) / 0.1939618561732574) * 0.6429577738503705)) - (((1.5816709986760853 - log(x3)) - -1.8412111185413624) / ((x4 / x4) + (1.4334313346734844 / (x2 + sqrt(x4)))))                                                         ,1.1563769601051872,0.0012132089847883, ((2.8431022226272 / (sqrt(x3) + (x2 + ((cos(x2) + x4) * 0.22744002458106466)))) + ((((log(x3) + 0.030678864700838217) - 0.6714921031500767) * 0.870413052802589) + exp(cos(x2 * -3.4119237680461363)))) + -2.695586979378451
6, x1 / (x1 + cos(x1))                                                                                                                                                                                                                                       ,0.2964072663499663,0.001212680974182, exp((0.11721547898991544 - cos(x1)) / (x1 + 0.1720916812363343))
27, (0.18355045931464117 * (sqrt(0.14512830355263776 / x2) + (sqrt(x1) * (-1.3528470467215603 * x2)))) + (((x2 / -2.6715461093192054) + sqrt((x1 + -0.4353933990278366) - -0.8479122845422883)) - sqrt(x2))                                                   ,3.3666599879047165,0.0012106264763867, ((((log(x2 + 0.28956068468794804) + (-0.1473470037102722 / sqrt(x2))) + x2) * -0.5013222058045537) + (sqrt(x1 + (x2 * -0.0005815199655362602)) * (((0.9183973397160224 / x2) - 0.24754913091579558) * x2))) - 0.4783358128869447
22, sqrt(((x4 / x3) / 2.0524977887884512) * sqrt(x3)) * log((0.3657767568501919 * exp(x4)) / (1.52207590395564 - cos(0.5682909821212034 - x4)))                                                                                                               ,5.186163152881686,0.0011896802621311, ((sqrt(x4 / (sqrt(x3) * 2.0637124383720677)) * ((x4 - ((exp(cos(0.5762896502153475 - x4)) / -1.520856300960189) + 0.20354025117623098)) - 1.8976744004215316)) - 0.6295041286419363) + 0.6135939717676618
20, (-0.11714034190091713 / sqrt(x2)) + (((x1 + 0.9986432162456355) / -2.0221342006908682) - ((x2 / -0.738816014555026) * (x2 - (0.8092742064967465 - x2))))                                                                                                  ,77.48164363524167,0.0011842100604173, ((x1 * -0.4938868673861522) + (((((x2 * 2.7024904139376544) - 1.034857765570041) - 0.006439795423694062) * x2) + -0.6352199500362873)) - (0.10457598555514383 / (sqrt(x2) / cos(-0.555507925091833)))
20, (x1 - (((-1.3233422443644747 - (x1 * x1)) * (sqrt(sqrt(x1)) - 1.2969601341236396)) - 0.6662089324435214)) / exp(-0.5601153015847559 + x2)                                                                                                                 ,8.164402637275725,0.0011790595793884, ((((((log(x1) * (log(x1) + 0.03430494336447898)) * x1) + 10.11744789114429) * x1) / exp(x2)) * 0.16313476895991516) + (-0.00036133852943880346 / x1)
18, (sqrt(x4) - sqrt(0.49720756898490015 * x3)) + ((-0.3865055010573536 * (cos(exp(x1)) - -0.004136973990238144)) - log(x2))                                                                                                                                  ,1.3789699940812454,0.0011701513602346, (sqrt(x4) - log(x2 * (((x3 + 1.1183841422592453) * sqrt(exp(cos(exp(x1))) + 0.14548514807586885)) - -0.49922855352626877))) - -0.35999380198020053
26, (cos(cos(x2)) - 1.2656981566945118) * (((log(x1) * sqrt(x5)) * sqrt(exp((x1 + -2.071726143514046) * -1.4009712945246067))) * (sqrt(0.5983188750295979 * x5) * 0.12227568839840622))                                                                       ,0.6299556884859956,0.0011521319563887, (0.9678952340569472 - x1) * ((x5 / (exp(sqrt(x1 * 7.886767463325755)) - (((x1 - sqrt(x1)) * 1.0319636786944422) * (3.012195916381939 + cos(x4))))) / cos(cos(x2) / -0.882910278446255))
26, (((x1 * 0.29206969087381296) / (x2 * 0.44368402047903743)) / ((((cos(x1) + x1) * x1) / x2) + 0.990506042465861)) * ((-1.164662736119578 + cos(x2)) - cos(x1))                                                                                             ,0.1150477300104466,0.001143032422381, (exp(((log((x1 - -0.5594610522445694) + (x2 / x1)) - ((sqrt(exp(cos(x2))) + -0.25959684795249455) * cos(x1))) + cos(x2)) * -0.5271994084939041) * -0.6070027881681982) - -0.1289990626934797
28, 0.055576019266740856 / ((((x2 + x2) + exp(-1.5729573813460775 / ((x1 / x1) - (sqrt(x2) * -0.21367840421680076)))) * (x2 + exp(log(x2)))) + (exp(x2) - x1))                                                                                                ,0.1147323180610793,0.0011302748370525, x1 * ((1.5602660714934896e-5 / ((-0.07636655788480422 + x2) * (((0.8639070269192403 + (sqrt(x5) / (exp(x4) + (x5 * x2)))) - x2) / 1.302857367804722))) / sqrt(sqrt(sqrt(exp(cos(x3))))))
16, cos(((x2 * -0.3212368309215192) + ((x2 + x1) - -1.409251862713946)) + (sqrt(x1) - log(x1)))                                                                                                                                                               ,0.7162911991526034,0.0011289463096398, 0.001181836820162646 - cos((x1 - ((log(x1) / (x1 + 1.1907951093319493)) - ((x2 - 1.2319165731001722) * 0.6723244876115617))) * 1.0094335463065647)
26, cos((1.08542517648251 * x1) + (x2 / ((x2 + 0.0029404325061016937) + sqrt(x2)))) - (sqrt(sqrt(x2)) + ((sqrt(x2) / -1.1725396415271445) - (x1 + -1.0200624800595008)))                                                                                      ,2.9303492649555865,0.0011066286023218, (cos(-0.25060420691375757 + (((x1 - -0.9320109510905012) * 1.088841383031663) + (-0.5063608357011498 / ((0.21980480689301654 * cos(x1)) + (0.8555495901852507 + x2))))) + (((x2 * 0.11998672112429623) + x1) + -0.36679107727846955)) + -0.8773911731787956
27, cos(cos(((x3 + x2) + -0.447079500820294) + (x3 + 1.595463506434477)) / (x3 + (((exp(x3) / ((x2 / exp(x1)) - 1.1208391621486795)) * 0.904219377662371) / 1.196554535342426)))                                                                              ,0.1459067452939424,0.0010937642543811, cos(sqrt(exp(cos(2.0020566750595195 * (x2 + ((x3 + x3) + sqrt(1.2708179036391867)))) - ((exp(x3) - (cos(((x2 / -0.5173701111799367) / x1) / x1) / 0.9007982166680606)) - x3))))
25, ((((-0.49622257510387885 - (x3 + log(x2))) * 0.773284852644565) - (-1.2892962963899124 - cos(sqrt(x3 + x4)))) / ((-0.9257996550092091 * x2) + -1.5458183084123875)) + cos(x1)                                                                             ,0.9747964690296346,0.0010706440395373, (((x3 - (sqrt(exp(1.5824614654226845 - ((-0.9803078544161293 + x3) + (x4 * cos(0.7270967253101795))))) - log(x2))) + 0.20692649788865394) / ((1.6896680095677297 + x2) / 0.8121469574834592)) + cos(x1)
19, log(x4 + x4) + (sqrt(sqrt(x5) / (exp(x1 - -0.5730998644742422) + 0.7357891829657311)) + exp(sqrt(x1)))                                                                                                                                                    ,6.26749353793826,0.0010639270819067, ((exp((x1 + (2.3558482320325154 / (exp(x5) - -0.16258246019937303))) * -0.46137136965224246) + exp(sqrt(x1))) + log(x4)) + 0.6781758239184709
25, log(x3 + sqrt(x3)) + (sqrt(x2) / (((x3 * (-1.316484792933559 - x1)) / (-1.091178945748975 / x2)) / (0.5570498400783163 / (-0.618262336233456 / cos(x3)))))                                                                                                ,1.1419698319044798,0.0010570269955465, ((0.9119518761351183 + log(x3 - (-0.13932882209315345 * 0.15156376157480003))) - (((cos(x3) - (-0.13932882209315345 / 0.5970414460849958)) / (x1 - -1.1680234669921343)) / (x3 * (0.0020303597586705806 + sqrt(x2))))) * 0.7904580292043344
24, (((log((x2 - -0.4806571080483104) + x3) / (1.76334513565963 * exp(x2))) / exp((x2 - 1.286027653298715) / 0.5881369201809533)) + cos(x2)) - sqrt(x1)                                                                                                       ,1.7557326505747817,0.0010511792893076, (exp(-2.6914352594406172 * ((sqrt(0.6501491922330216 / ((x3 + -0.25861498087197665) + x2)) - 1.1739928095444305) + x2)) + (cos(x2) - sqrt(x1))) - (0.008185612995897405 / sqrt(x2))
17, exp(((-0.3231684041031908 + (x3 / (x3 + 0.8980781651024983))) * x2) - (sqrt(x3 / 1.0331004026222628) - -1.4831458184617798))                                                                                                                              ,0.9449091377265822,0.0010508409629824, exp(-2.6497285355623434 - ((((log(x3) + 1.5498501617758762) * (x3 + (-2.6518443209465166 * x2))) + cos(x3)) * 0.06193997653501692)) - -0.00035850350411565935
11, (2.0256680318482605 - x1) - (-1.3049345697911803 - (x1 / (x2 + 0.6091633556177689)))                                                                                                                                                                      ,2.5797567055307025,0.001044345944799, (x1 * cos(log(log(1.74662473745166 - (x2 * -3.853833395327931)) * 0.007732079690296736))) - -3.3408840669013173
20, (((-0.46083227683602607 / x1) + ((x1 - -0.2548079107674928) * (0.9601186663549142 - x1))) - x1) / (sqrt(x1) / exp(log(x1)))                                                                                                                               ,94.9996551894012,0.0010368988456503, ((cos(0.40622036483154217 - x1) * 0.08124091031649913) - (((exp(log(x1) * 2.4698319237918818) - (-0.41404355317942265 / sqrt(x1))) / 0.9090694422311894) + 0.8664030249086155)) + 0.8223971575450287
28, (((0.07679089282214012 + ((-0.9366879483790361 + (x1 / -0.42811128272829846)) / 0.3248923954538029)) - ((1.5875378586132074 * x1) + 1.246526847412018)) * cos(cos(x1 * 0.9140113115225629))) / exp(x1 - (x1 / x1))                                        ,3.560670660359276,0.0010311740831689, (((exp(cos(-1.0130272431297032 - (x1 * -0.49104350598628405)) * 2.7758477498323275) * -0.6857413342629538) * (cos((x1 * 0.7246503780336948) + 0.7297335443309704) - -1.2795342269988217)) + 0.7922094349392632) - 0.7161391484966456
17, (x2 * 0.42353990270314773) - (((x3 - -1.3583020202786433) * (0.6385495955233748 * x3)) - ((x1 - x2) - 0.9818749339783476))                                                                                                                                ,21.406254149554695,0.0009852078343276, (((x2 * -0.5766543464454449) + (x1 + (-0.3523548167782089 - exp((log(x3) * 1.924482166356246) - 0.1889497598387723)))) - sqrt(x3)) + -0.3512987389638455
25, sqrt(x2) / ((((log(x1) - ((cos(x1) - sqrt(exp(x2) * 1.5723696678966073)) - (x2 / x1))) + -0.718644611230887) - sqrt(x2)) / 0.33860445034441317)                                                                                                           ,0.1530893468271755,0.0009675715188515, ((sqrt(exp(cos(x1) - 0.5466897395175196)) / ((((0.12735948993004081 / x1) + (exp(x2) + -2.49896670500066)) / x1) + x1)) * sqrt(exp(-0.7079947236846017 / x2))) - -0.026010545184323067
28, (((x1 / ((x1 + x1) - (exp(x1) + 0.34940486113738756))) + sqrt(x1)) * (cos(x1 + ((x1 - -0.08968712341105796) + x1)) - (x1 / x1))) - 0.930531522450309                                                                                                      ,1.84612152177742,0.0009585996866532, ((log((x1 * 1.6085724909817298) + log(cos(cos(cos(0.27885458454192397 + x1))) / x1)) * (cos((x1 + 0.026020575481430795) / 0.3331595815457531) + -1.0029868101378707)) - 0.764443081428015) * 1.211102445964978
24, log(exp(x3 - 0.04788660507106631) / sqrt(x3)) + ((((x2 * x2) * (x2 * -1.0682198025158525)) - (1.6238234540827148 * (x1 * 1.269730242449921))) / 0.7272719858367457)                                                                                       ,416.9397577429712,0.0009528467051326, -0.5365684999574377 + (((x3 + (0.01040880391347259 - (x2 * ((x2 / 0.6808457754221733) * x2)))) + (-2.830490930735311 * (x1 + (log(x3 / 1.0296505733165158) * 0.1853422756778342)))) - -0.46067894141058374)
29, ((-0.8906933603150664 / (x4 - (x4 - -1.307095625685804))) * exp(cos(1.0747763560266708 + (x4 + -0.1889150822035134)))) - ((0.2219716283050386 - cos(sqrt(x4) - (x5 - 2.4454857689468126))) + (x4 * -0.23197845592625801))                                 ,1.0512626234369848,0.0009453360667317, ((sqrt(x4 + ((exp(cos(-0.8720717007728479 - x4) + 1.102263500054844) + 1.2239920365690224) - -6.559342764755512)) + -3.0536718124655367) - (cos((x5 - sqrt(x4)) + 0.6974922616796215) / 1.8222484877371838)) / 0.5529075956861922
23, sqrt(x2 - (x2 - x1)) + sqrt((((x2 / x1) + (x1 * x2)) + 0.515414851101674) / ((1.9338788915534906 + x1) - -0.2575430247819077))                                                                                                                            ,1.2035619382152811,0.0009421908647463, sqrt((1.6745671459685882 * sqrt(x1 * ((((1.1109431063916848 + x2) - (x1 * -0.04334238583779035)) * sqrt(x1)) + x2))) + ((x2 * 0.4596432470930867) / x1)) + 0.05171025005471018
20, (((x1 / x1) + (sqrt(x1) + x1)) * (((0.9795950594794409 / x1) + sqrt(sqrt(x1))) * x1)) / -0.6060416739887228                                                                                                                                               ,128.7099293230967,0.0009386410981874, (((((((x1 * -4.393100475687679) - 1.793655018310314) + -0.5775616703613728) + ((cos(sqrt(x1)) * -2.3703330077668787) - -0.29528667819355636)) * x1) + 0.49557131058311643) - -1.8373489131161584) + -4.344026911331075
14, x1 + (x5 + (0.7614734516367435 - ((x5 - 0.08985180384328444) * exp(-0.19696718664411203 / x2))))                                                                                                                                                          ,2.979216453719617,0.0009335405590632, ((((x5 + -0.07620545975419034) * 0.16857920786182137) / sqrt((x2 * x2) + 0.02966794290466246)) + x1) - -0.8743795637826608
27, ((exp(cos(x1)) - (-0.7153714046087187 - (x1 - x1))) + -3.535356882805132) / (cos(x1 - -0.6574737719256395) + (log(x1 - -1.0165079796991816) / (1.5352056784238957 / exp(log(x1)))))                                                                       ,1.3673155367341026,0.000928860827351, (((-20.186411634484774 - (x1 * -0.30530648361590434)) / (((((8.371103264968566 / x1) / x1) + exp(x1)) + -2.8572187282185384) - 1.2945628854992925)) + (cos(log(exp(x1) + 3.1074703130121573)) * 0.08065882887180564)) - 0.12153603776197845
14, (1.8628532945600549 + sqrt(x2)) * (x1 - ((-0.12625642236315773 * x2) - sqrt(sqrt(x2))))                                                                                                                                                                   ,13.999392106866797,0.0009216089758779, (cos(sqrt(x2 + 0.13205048881495263)) / 1.5434924468806632) + ((1.8628631094710955 + sqrt(x2)) * (sqrt(x2) + x1))
