true_equation,equation_simplified,complexity_multivar,complexity_simplified,eval_std,eval_mean,eval_min,eval_max
 (x / -0.7398655317328804) / ((exp(x - -0.49446277023419594) - ((-0.6440333803315182 + x) / (x * -0.4586111882714891))) * sqrt(x + (x * 0.8833046294358533)))                                                                                        ,-0.9848881628471638*sqrt(x)/(1.6396171512667583*exp(x) + 2.180496301821619*(x - 0.6440333803315182)/x),23,13,0.3910844135172619,-0.0498334005642413,-10.117500517928644,5.0414758246797
 sqrt(x) * (3.63893234761134 - (cos(cos((x / -0.23713823078909976) * (x + ((-0.13178920965652774 + x) * 0.4807254824529366)))) * x))                                                                                                                  ,sqrt(x)*(-x*cos(cos(4.2169497371739933*x*(1.480725482452937*x - 0.063354431394225509))) + 3.63893234761134),20,15,5.437436128058322,-2.009875779597128,-20.058053938823694,3.628975379293403
 cos(0.08368947616185869 - ((1.6971822250495474 - cos(1.890473863725514 * x)) * cos((x - 3.4991818335518587) - (0.28012782155492016 / ((x - -1.7669539105641168) * ((x / 0.8732515500912205) - x))))))                                                ,cos((1.6971822250495474 - cos(1.890473863725514*x))*cos(-x + 3.4991818335518587 + 1.9299806393889995/(x*(x + 1.7669539105641168))) - 0.08368947616185869),26,19,0.3871869639517773,0.5390890475284681,-0.6827291497059494,0.9999948673545552
 cos(x - (sqrt(x) - x))                                                                                                                                                                                                                                 ,cos(sqrt(x) - 2*x),7,5,0.7253233041203647,-0.0115405645452098,-0.999991490009836,0.999999999950002
 cos(((2.3977226923754094 * x) * (cos(x) * x)) - 1.9226280146471144)                                                                                                                                                                                    ,cos(2.3977226923754094*x**2*cos(x) - 1.9226280146471144),11,10,0.6806037285836672,-0.0023598084559934,-0.9999995255107184,0.9999468483968602
 ((sqrt(x) / -0.028352953201679344) * (-0.3295981861224303 + cos(x))) - ((x + 1.5714919058932988) + -0.009712670432912435)                                                                                                                              ,-35.269694584787381*sqrt(x)*(cos(x) - 0.3295981861224303) - x - 1.5617792354603864,15,10,58.681208970013664,26.735002162248666,-67.29700146932227,133.17996889860666
 (x / 1.0453563757124502) / sqrt((1.832527953196782 + (x + (x / x))) - 1.6023534118634366)                                                                                                                                                             ,0.86248640882107906*x/sqrt(0.81289277773228275*x + 1),14,8,0.755032107821502,1.7850176698404938,8.624864087860238e-11,2.854581024361579
 (1.2175852347709186 - x) + (x * cos(x))                                                                                                                                                                                                                ,x*cos(x) - x + 1.2175852347709186,8,5,5.800501374956368,-4.513807454511407,-17.84032972690904,1.2175852347709186
 cos((cos(x) / (0.1966687700483704 / x)) / 0.7621039683230965)                                                                                                                                                                                           ,cos(6.671913009856146*x*cos(x)),9,5,0.7254617499869508,-0.0930957269289263,-0.9999994636460324,1.0
 exp(cos(((-0.788192921523294 * x) - ((x * 0.3509153190058951) - -0.5094389761447295)) - (-0.30406673649104693 * x)))                                                                                                                                   ,exp(cos(0.83504150403814217*x + 0.5094389761447295)),15,6,0.7753948614225737,1.2438545795826004,0.3678795772367158,2.7182754497775528
 (1.7995718735975839 * x) + (((((x * x) * sqrt(x)) / (exp(x) + (2.8629424708375573 * x))) - -0.7542949798712322) * (x - 1.6021264466261083))                                                                                                        ,1.7995718735975839*x + (x - 1.6021264466261083)*(x**(5/2)/(2.8629424708375573*x + exp(x)) + 0.7542949798712322),23,18,7.45446048974676,12.097439147811231,-1.2084759355536223,24.4506019993666
 sqrt(x) * sqrt(x)                                                                                                                                                                                                                                       ,x,5,0,2.889639542085313,5.00000000005,1.0000000000000002e-10,10.000000000000002
 cos(sqrt(x) / (x + 0.48876242352570365)) / exp(x + 0.24486776853599942)                                                                                                                                                                                ,0.78280804325199848*exp(-x)*cos(sqrt(x)/(x + 0.48876242352570365)),12,10,0.1281353408962449,0.0637903630125274,3.3936407064417406e-05,0.782808043009874
 2.1787103757164585 * (sqrt(0.7976816225796353 * x) + sqrt(x * 0.517117562115))                                                                                                                                                                          ,3.5126020661380696*sqrt(x),11,3,2.623574160200693,7.403291497822527,3.5126020661380696e-05,11.107823042809713
 sqrt(x) * ((x * ((x - 0.10106434343343104) + x)) + (0.65204855842283 * x))                                                                                                                                                                           ,sqrt(x)*(x*(2*x - 0.10106434343343104) + 0.65204855842283*x),14,10,189.7857216588838,187.80844348980577,5.50984215189399e-16,649.8791827753399
 sqrt(x) + (x / sqrt(0.4065779594382591 * x))                                                                                                                                                                                                           ,2.568296178002425*sqrt(x),9,3,1.9182689531802228,5.413037087745103,2.568296178002425e-05,8.1216656283929
 (exp(cos((-0.006543332522123487 - x) + (-0.28141334076432933 + x))) - (0.9082136556805634 - sqrt(x))) - (1.0855963995132125 - sqrt(x))                                                                                                                ,2*sqrt(x) + 0.61482252525199468,19,5,1.493806648633662,4.830097332034805,0.6148425252519947,6.939377845588753
 ((((0.45239931435684816 + (x - x)) - x) * sqrt(-0.22208047235589395 - ((x / x) + -1.991772850064355))) * (sqrt(x) - x)) / ((x - 1.1414325056760186) / -1.179531312736822)                                                                         ,(0.39689948092214656 - 0.87732113716042489*x)*(sqrt(x) - x)/(0.96770004606965103 - 0.8477943647631852*x),27,12,6.197404872198885,-3.2970178074590497,-7.626236641432047,178.32404464600546
 (exp(cos(x) / (-0.3758010891051787 * ((-1.3612302552953015 / x) / 0.3054428078244755))) * -1.5547554892204434) / (1.9384185394348543 / x)                                                                                                              ,-0.80207419480920368*x*exp(0.5970906570615087*x*cos(x)),17,8,62.2291068146429,-30.30251981995454,-231.05399914966827,-8.020741948570949e-11
 (((x * x) + exp(x)) / (x + (x / x))) / (x + ((exp(x) * 0.8802377346945193) + x))                                                                                                                                                                 ,(x**2 + exp(x))/((x + 1)*(2*x + 0.8802377346945193*exp(x))),21,15,0.1539091065740582,0.2531436721935086,0.1036398567151249,1.1360567267885102
 ((x + 0.6792352167430955) / -0.4817594069323713) + 1.1775600003354816                                                                                                                                                                                    ,-2.075724906686417*x - 0.2323454565567085,7,4,5.998096768852416,-10.61096999009258,-20.98959452342088,-0.2323454567642811
 cos(x - -1.0171995707664638) * ((x * -0.6617470371607633) * ((-0.28572523086093354 * x) * x))                                                                                                                                                         ,0.18907782496429786*x**3*cos(x + 1.0171995707664638),14,9,44.18317461531327,-17.569519767623095,-119.32309323381746,31.816704163592007
 0.6129995466698442 - cos(cos((x - 0.39113259514442045) + -0.5897489830725373))                                                                                                                                                                           ,0.6129995466698442 - cos(cos(x - 0.98088157821695775)),9,6,0.1590163290261531,-0.1496627866961786,-0.3870000708260523,0.0726972366444477
 ((sqrt(x) + 1.2104909199583578) + 0.37222584151269245) + (x + x)                                                                                                                                                                                       ,sqrt(x) + 2*x + 1.5827167614710503,10,6,6.512625479737017,13.690354164962454,1.5827267616710503,24.74499442163943
 (cos(-0.6570971894358842 + x) * (exp(-0.024657719176775984 * cos(x)) / sqrt(x * sqrt(x - (-0.11794332929686614 - (x - x)))))) - ((2.5411460957073566 - x) / exp(x))                                                                               ,-(2.5411460957073566 - x)*exp(-x) + exp(-0.024657719176775984*cos(x))*cos(x - 0.6570971894358842)/sqrt(x*sqrt(x + 0.11794332929686614)),29,21,4166.2509412212985,131.87572906226114,-0.3514970522670469,131814.40675596872
 exp(cos(-0.3379254504279225 + (-0.4044749507505161 * x)))                                                                                                                                                                                                ,exp(cos(0.4044749507505161*x + 0.3379254504279225)),7,6,0.6538706060035273,0.9075484455872908,0.3678801043386377,2.568814405967261
 ((1.819417888766882 + (x / exp(x))) + -0.2974744502480137) + ((0.3510981495725181 * x) / ((0.43049290562327885 / (-0.016167307695014472 * x)) - ((x / x) + x)))                                                                                    ,x*exp(-x) + 0.3510981495725181*x/(-x - 1 - 26.6273713437167/x) + 1.521943438518868,24,15,0.2017721909420126,1.4813893300711498,1.2654224655839876,1.878230641313668
 (((x - x) * 0.7810522157310918) - -0.9029370275906022) - cos(sqrt(1.545266485855595 * x))                                                                                                                                                              ,0.9029370275906022 - cos(1.243087481175639*sqrt(x)),13,6,0.5228838453529367,1.4839821129424218,-0.0970629723321344,1.9029370165048003
 ((x + ((x - 0.6851202483830471) / x)) * (x - x)) / sqrt(0.206754443926011 * cos(x / x))                                                                                                                                                            ,0,19,1,0.0,0.0,0.0,0.0
 (((x / 0.15605881011918882) + (cos(cos(x / x)) / (x / -0.3181677683053523))) / cos(x)) * (0.9910253880962165 * (x - x))                                                                                                                            ,0,22,1,0.0,0.0,-0.0,-0.0
 1.0119419707553554 - exp((-2.142186534237765 * x) + -1.2867026905925245)                                                                                                                                                                                 ,1.0119419707553554 - 0.27617993408479216*exp(-2.142186534237765*x),8,7,0.0405890858801039,0.9989238480957642,0.7357620367297262,1.0119419706180164
 (sqrt(x) * -0.042364710118076764) + (exp(cos(x) * sqrt(x)) - x)                                                                                                                                                                                       ,-0.042364710118076764*sqrt(x) - x + exp(sqrt(x)*cos(x)),13,9,4.199028506481826,-2.6877150491080544,-10.063555960747678,5.907520550769935
 -0.15271052721012146 + (0.9464892707916213 / sqrt(x))                                                                                                                                                                                                    ,-0.15271052721012146 + 0.9464892707916213/sqrt(x),6,5,2991.5465382194247,95.08056476942868,0.1465956604512189,94648.77436863491
 (((x - -0.14962691890641133) + (cos(cos(x) / (x - -0.8622159308240107)) * 0.9985161036014653)) / cos(cos(x))) * (x / 0.376201071065543)                                                                                                              ,2.65815298496526*x*(x + 0.9985161036014653*cos(cos(x)/(x + 0.8622159308240107)) + 0.14962691890641133)/cos(cos(x)),21,16,140.16670279581265,148.2615889244695,2.6987535293264356e-10,496.38739425493696
 cos((-0.014714060833327052 * (-0.8829587729120937 - (x + -0.7525730842607076))) * (-1.3466860051304936 * (x + -1.43349387059591)))                                                                                                                      ,cos((1.9304661339718547 - 1.3466860051304936*x)*(0.014714060833327052*x + 0.0019185029546117357)),14,10,0.3215909770087792,0.7608644476422908,-0.1482597061586543,0.9999999979630028
 (sqrt((x - -1.1499007396432719) * x) / exp(sqrt(x) + 3.0042300123234416)) + (((x * x) * exp(cos(x))) - (x + (x + exp(sqrt(x)))))                                                                                                                 ,x**2*exp(cos(x)) - 2*x + 0.049576913247852369*sqrt(x*(x + 1.1499007396432719))*exp(-sqrt(x)) - exp(sqrt(x)),28,23,30.662586542468333,15.02779442519392,-8.694078058312693,86.56593929266656
 ((x - x) - ((x / x) - exp(-1.6568507497972647 + (exp(x) / exp(x))))) / exp(x)                                                                                                                                                                      ,-0.48151840563763391*exp(-x),19,4,0.0967507527015659,-0.0483426765961251,-0.481518405589482,-2.1860901795292267e-05
 cos(sqrt(x)) - (x - (x + x))                                                                                                                                                                                                                          ,x + cos(sqrt(x)),9,3,2.3468540069326207,4.587374936925958,1.00000000005,9.000213927120674
 x * sqrt((((x / x) + (x - x)) + x) + (((-0.1183519206010837 - exp(x)) - -0.476470398883248) * -0.346503327064664))                                                                                                                                 ,x*sqrt(x + 0.346503327064664*exp(x) + 0.8759107557918955),21,8,207.6302977039584,141.68006949800193,1.1056283656777304e-10,874.2493690093427
 exp((1.2465040520797477 + ((1.3725156182941762 / x) * -0.2338302387204072)) - x) + exp(((cos(x) * -1.0484752067799594) - x) * (-0.9488117811499124 + (x - (-0.39728719328187345 + (x * -0.4094835150561712)))))                                     ,exp((-x - 1.0484752067799594*cos(x))*(1.409483515056171*x - 0.55152458786803894)) + 3.4781622043038115*exp(-x - 0.32093565467321451/x),28,19,0.541364063076938,0.2913173856725657,0.0001529209382815,2.067726712756881
 ((-0.9760329026065314 * x) / 0.5646720647861836) * ((-0.4864181805656313 / x) - 2.1364760833222833)                                                                                                                                                     ,-1.728495109769795*x*(-2.1364760833222833 - 0.4864181805656313/x),11,7,10.671116524775938,19.30521375740892,0.840771446780104,37.76965606803774
 cos(-0.6503668142274553 - ((x * (0.00416700617393706 * x)) - ((x - 0.9554289613366284) * -0.7336005703297428)))                                                                                                                                        ,cos(0.00416700617393706*x**2 + 0.7336005703297428*x - 0.05053641671864907),14,11,0.7043375139962743,0.1301394494898872,-0.9999939230321034,0.9999997589577908
 sqrt(sqrt(0.41915049884587996 + (x + x)) * x)                                                                                                                                                                                                          ,2**(1/4)*sqrt(x*sqrt(x + 0.20957524942293998)),9,12,1.8067593591641529,3.864812973236125,8.0462310051445e-06,6.722168857449812
 exp(((exp(x - x) - cos(x * (x - x))) - (x * -0.5762799036888038)) - (x + (1.612189346242116 + (-1.064556177193006 * x))))                                                                                                                         ,0.1994504695833601*exp(0.6408360808818098*x),24,5,28.14624997263363,18.89948347599632,0.1994504695961416,121.04609973401658
 sqrt(exp(x / x))                                                                                                                                                                                                                                        ,exp(1/2),5,4,6.661338147750939e-16,1.6487212707001289,1.6487212707001282,1.6487212707001282
 ((-1.3037028670363795 - (x - 0.2499510015816886)) - ((0.5281531635996906 * x) * (-0.8696434453014111 * (x - x)))) - (((-1.7399446160483878 - x) / cos(cos(x))) * -0.4453299379483659)                                                               ,-x + 0.4453299379483659*(-x - 1.7399446160483878)/cos(cos(x)) - 1.0537518654546909,25,12,4.946581385984813,-10.2664912156568,-19.797335303784884,-2.4878553656275857
 ((x * 2.1017896703336656) * exp((x - exp(x)) * x)) * (x * (0.025006577056140886 + x))                                                                                                                                                               ,2.1017896703336656*x**2*(x + 0.025006577056140886)*exp(x*(x - exp(x))),17,13,0.0887216651286311,0.0311092609589444,0.0,0.3910001521465638
 cos(((-1.2139316395287798 - x) + (-0.7796410102820087 * x)) - (-2.104598442656526 * ((-0.15936336667427628 / (0.1347734111567514 / x)) + 1.7590086152065523)))                                                                                         ,cos(4.2682319752245867*x - 2.4880751526543426),18,5,0.6986464707658502,0.0275283588204313,-0.9999999290180502,0.9999497746258568
 (-0.39340321822177604 + ((exp(x * -0.008120895182319766) + x) + 0.39665560745267997)) + (((x - x) * -0.05482997329246896) - 0.035995141613769266)                                                                                                     ,x - 0.032742752382865336 + exp(-0.008120895182319766*x),18,6,2.867103126976551,5.927730491458125,0.9672572477163224,10.889258265139055
 sqrt((x + x) / 0.05809970935890691)                                                                                                                                                                                                                     ,5.867161163533898*sqrt(x),6,3,4.382202177346075,12.365848319989484,5.867161163533898e-05,18.55359267605076
 (x - x) * (cos(x) * ((exp(-0.3915861843648602 * x) / (exp(x) * 1.0680235981292199)) * -0.30875904185322256))                                                                                                                                         ,0,18,1,0.0,0.0,0.0,0.0
 ((exp(-0.6104246568799935 / exp(x)) - (0.7821150268964894 + (0.020125627681822793 / (((x - -1.601418452516286) / -0.12761144954742054) - -0.21350549425974272)))) * ((x - x) * 4.5321800609849054)) - 0.07024624540133458                             ,-0.07024624540133458,25,1,1.3877787807814457e-17,-0.0702462454013345,-0.0702462454013345,-0.0702462454013345
 sqrt(((-0.4673687994586265 + x) / (x + x)) + (x / 0.7240453644469977)) / ((x - exp(0.6812478534939692 / x)) + exp(x + (x / 0.5919467359573708)))                                                                                                  ,1.175214419045224*sqrt(x + 0.3620226822234989*(x - 0.4673687994586265)/x)/(x - exp(0.6812478534939692/x) + exp(2.689341184359559*x)),26,18,,,,
 ((x / exp(x)) - (x * x)) / ((x / (-0.8085863259694699 * x)) * (((x + x) - -1.4257311836088455) + 0.9350583612301532))                                                                                                                             ,(-x**2 + x*exp(-x))/(-2.473452661473173*x - 2.9196505914300311),22,13,1.1109681784993324,1.6560062918064309,-0.037365035147387,3.6160738124734726
 cos(cos(((0.12193602441974079 + x) - 0.9661066527686206) - (x * 1.1921128744607032)))                                                                                                                                                                   ,cos(cos(0.1921128744607032*x + 0.8441706283488798)),11,6,0.1197300724664174,0.8648113180220869,0.5978074076933559,0.9999999585623796
 exp(((-0.6553415000964615 * ((x / x) / 1.095001751003385)) / x) - (x / (x / x)))                                                                                                                                                                    ,exp(-x - 0.5984844311855677/x),16,5,0.0627582775198553,0.0400713855776094,0.0,0.212833304788638
 exp(((-1.5982970182066412 * x) * exp(x / 1.198872317052386)) / exp(x))                                                                                                                                                                                 ,exp(-1.5982970182066412*x*exp(-0.165882816896919*x)),12,7,0.1630661842531948,0.101543009241547,0.0288815063680002,0.9999999998401704
 (x - (1.6285262330190702 - (0.04455767532592053 - (-1.4885587054515188 * x)))) - -0.30114799021298055                                                                                                                                                   ,2.4885587054515188*x - 1.2828205674801691,11,4,7.191037638073346,11.159972959901854,-1.282820567231313,23.60276648703502
 ((exp(x - x) + (x - (((-1.2804330988930868 * x) * x) + -0.28733789585930103))) * (0.5084687299762373 + ((0.8025144265776072 * x) - -0.7579100561105722))) * ((x / -2.7137463817524092) * 0.9935720818363889)                                       ,-0.3661256219510045*x*(0.8025144265776072*x + 1.266378786086809)*(1.2804330988930868*x**2 + x + 1.287337895859301),28,16,1281.2949405044203,-1006.7249785680782,-4739.840062307452,-5.968790052737657e-11
 cos((0.3955966048562599 / (x + (-0.2429398205931762 + (x / (x / 0.008485239425048438))))) - ((x - x) + x))                                                                                                                                          ,cos(x - 0.3955966048562599/(x - 0.2344545811681278)),18,6,0.7176945932233295,-0.070344205709927,-0.999998875643888,0.9999987758847456
 ((0.6052761454860983 * (x - x)) * -0.8087700949533292) + ((x * 1.0038720971462771) * ((x + x) + -0.8344037686078087))                                                                                                                                ,1.0038720971462771*x*(2*x - 0.8344037686078087),17,7,57.58272836427744,62.77012907088712,-0.0873604901945498,192.39807281866464
 (sqrt(x) + (exp(cos((x / 0.5063933751980327) * (x * x))) + sqrt(cos(-0.006312383327266018 * x) / (0.7124155691792494 * sqrt(x))))) + 0.4487600921571861                                                                                             ,sqrt(x) + 1.184767954742321*sqrt(cos(0.006312383327266018*x)/sqrt(x)) + exp(cos(1.974749372676795*x**3)) + 0.4487600921571861,25,20,11.827232003456778,5.159690398369057,3.0359823977945,377.8235754971186
 cos(((x / (0.3754988384047554 + (x + (x + x)))) - exp(x - x)) + 0.716909028387231)                                                                                                                                                                  ,cos(x/(3*x + 0.3754988384047554) - 0.283090971612769),17,8,0.0023237489228075,0.9989528998517352,0.9601966412717416,0.9999999616956996
 cos(sqrt(0.6030602036631252 / x) / ((((x - x) / ((x + 0.6983005949101965) - 0.8733583707330732)) / -0.21219739409960098) - ((x * x) + (x + 0.21756021953408483))))                                                                                 ,cos(0.7765695098721847*sqrt(1/x)/(-x**2 - x - 0.21756021953408483)),25,14,0.2999974053607709,0.9261226022146136,-0.9999578922947668,0.9999975178449406
 (-0.9653199097304855 + x) - x                                                                                                                                                                                                                           ,-0.9653199097304855,5,1,5.254534392573277e-17,-0.9653199097304856,-0.9653199097304856,-0.9653199097304854
 cos(x) * (x + (x / 1.3191951211534807))                                                                                                                                                                                                                ,1.7580379763121151*x*cos(x),8,4,7.565857158798747,-1.285816123267474,-16.661442896681006,11.18288215024956
 (-0.8815175205996562 - cos(x)) / 0.5607298568424179                                                                                                                                                                                                      ,-1.783389965412579*cos(x) - 1.572089500572803,6,5,1.286276960020935,-1.475310650142012,-3.3554794659853817,0.2112983211893559
 cos(cos(-1.6740682820849795 + x) - ((x / -0.5363599402397419) + cos(x))) * (x - 1.0324985565388674)                                                                                                                                                   ,(x - 1.0324985565388674)*cos(1.864419627522929*x - cos(x) + cos(x - 1.6740682820849795)),16,12,3.6514971210095686,0.7160860103826264,-6.85338315599226,8.824080511440508
 (-0.5433615507019086 * (x + (x + x))) * ((1.424481129286404 + (x + x)) + 0.9721137814697371)                                                                                                                                                         ,-1.630084652105726*x*(2*x + 2.396594910756141),15,7,108.26932081171906,-128.25996359396987,-365.083456234528,-3.9066525816642936e-10
 exp(exp((x * -0.6104246674193078) - 3.2042256227899646))                                                                                                                                                                                                 ,exp(0.040590321690880803*exp(-0.6104246674193078*x)),7,6,0.0097095474119425,1.0067168373188695,1.0000906570392991,1.041425368752319
 exp((x * -1.1322927456508693) - 3.8503857547026548) * (exp(1.6862616927607437 + (0.07177427714688876 + (x - x))) / ((-0.5996138828125902 * ((x / 0.01293509580129881) * 1.1516874906169885)) / 0.46443740068320416))                                  ,-0.0010734814409911335*exp(-1.1322927456508693*x)/x,25,6,339294.8631182425,-10734.81488973364,-10734814.408695836,-1.298104415383604e-09
 cos((-0.6504313601497878 - x) + (x / (0.09812104008741829 / cos(x))))                                                                                                                                                                                  ,cos(-10.19149408841444*x*cos(x) + x + 0.6504313601497878),11,8,0.7204283463193327,0.021706104501061,-0.9999990642397988,0.9999669102359734
 -0.6339603931019878 - ((-0.25553380432522277 * (x * -0.8817566351984079)) - 0.37507076524860367)                                                                                                                                                         ,-0.2253186274812568*x - 0.25888962785338413,9,4,0.6510896155382301,-1.385482765270934,-2.512075902665952,-0.258889627875916
 1.7560726543704064 * (x + x)                                                                                                                                                                                                                            ,3.5121453087408128*x,5,2,10.14883396168688,17.56072654387967,3.512145308740813e-10,35.12145308740813
 cos(exp(-1.0470681269369426 - x) / ((((-0.866886649430832 - x) + 0.9084072665937981) - (x / 1.2555744627290617)) + cos(x - x)))                                                                                                                      ,cos(0.35096522765384566*exp(-x)/(1.041520617162966 - 1.7964481834286783*x)),20,10,0.1869407376630999,0.9661793499730184,-0.9711546514913896,0.9999999999995568
 sqrt(x) / (exp(x) * (-0.5794752103596765 / x))                                                                                                                                                                                                         ,-1.725699360597853*x**(3/2)*exp(-x),9,10,0.2432570053397604,-0.2288895676969107,-0.707391729216374,-1.725699360425283e-15
 sqrt(exp((-1.6915726979537955 + x) + (x - x)))                                                                                                                                                                                                         ,0.42921970899404791*sqrt(exp(x)),9,4,15.708961937863108,12.673964050163104,0.4292197090155089,63.70185296089528
 (((x / sqrt(x)) / 0.9913283482708178) + cos(x)) / exp(x)                                                                                                                                                                                              ,(1.008747507063939*sqrt(x) + cos(x))*exp(-x),12,8,0.2912473795413286,0.139723974277861,0.0001067292501285,1.190467400820452
 cos((x - (x / -1.0749455258977447)) + (x * 0.39230374691053194))                                                                                                                                                                                       ,cos(2.3225834456560533*x),10,3,0.710723466073507,-0.0402687512492391,-0.9999969137461984,1.0
 exp(0.6140876998340757 - (sqrt(x + x) + ((0.125346543191781 * x) * x)))                                                                                                                                                                               ,1.847969927028445*exp(-sqrt(2)*sqrt(x) - 0.125346543191781*x**2),13,14,0.2458800777272751,0.1138680027870673,7.598707519519367e-08,1.8479437929719045
 x - (x / (-0.4016770948037623 / (x / sqrt(x))))                                                                                                                                                                                                       ,2.489561921594125*x**(3/2) + x,10,8,26.50351755073123,36.498626666630734,1.000024895619216e-10,88.72686048262963
 ((-0.42085414278643585 + (1.1702974669604314 + x)) + ((0.5035494107192585 - exp(x)) / (-1.8400847286103288 + (2.3784031063884354 + x)))) + (sqrt(x / 0.42601300272333525) * -0.9890837609783074)                                                      ,-1.515380324648481*sqrt(x) + x + (0.5035494107192585 - exp(x))/(x + 0.5383183777781066) + 0.74944332417399555,23,13,433.89325540493394,-232.65038741436112,-2084.125814554273,-0.1727966871267275
 cos(x) - (cos(x - x) - 1.077487717293055)                                                                                                                                                                                                              ,cos(x) + 0.07748771729305501,9,3,0.7212538956522393,0.0232209263456238,-0.922511080698152,1.077487717293055
 ((x * -1.068141555131282) / ((x + x) - cos(exp((x + 0.7515117326623342) - (-0.027820847074620646 + (1.1742304687991523 / x)))))) / (sqrt(x) + 0.34728796434253745)                                                                                  ,-1.068141555131282*x/((sqrt(x) + 0.34728796434253745)*(2*x - cos(2.1800167924650623*exp(x - 1.1742304687991523/x)))),24,17,2.4116781820258453,-0.254879443910485,-66.42885334120122,27.05675384985927
 sqrt((0.04198356528735404 * x) / x)                                                                                                                                                                                                                     ,0.2048989148027730,6,1,5.602915142451467e-17,0.204898914802773,0.204898914802773,0.204898914802773
 (sqrt(exp(x) / ((x + 0.33012796938087086) * 0.46621475532409945)) * (cos(x) - exp(cos(x / x)))) - cos(x + -0.31434132373196655)                                                                                                                     ,sqrt(exp(x)/(0.46621475532409945*x + 0.1539105304705445))*(cos(x) - exp(cos(1))) - cos(x - 0.31434132373196655),23,17,44.50186106160782,-31.656544789529868,-171.8637691741758,-2.6268887120962425
 (sqrt(x) * exp(exp((x / -2.690313982022168) - ((x + x) - (x * 0.3848986592543823))))) + (cos(cos(x)) + -0.11925512964582986)                                                                                                                        ,sqrt(x)*exp(exp(-1.986805166649371*x)) + cos(cos(x)) - 0.11925512964582986,22,11,0.6877943359345298,2.781404613739782,0.4210743590405891,3.711176455491228
 -1.6078858809575358 + exp(cos(x))                                                                                                                                                                                                                        ,exp(cos(x)) - 1.6078858809575358,5,4,0.8247634556122603,-0.39192017232155,-1.2400059975915043,1.1103959475015093
 (3.3376582166772684 * ((((0.3930916821728341 - x) + 0.08309179080161683) + -0.5607673057524175) - x)) + ((x + ((x - x) * x)) - 0.8861976334286975)                                                                                                  ,-5.6753164333545368*x - 1.1685095578981337,21,4,16.399618779667854,-29.545091724954577,-57.92167389144349,-1.1685095584656655
 ((x * (x + (1.5943170730082339 - (-1.2115005464407138 - (x + (x + (x - (x / x)))))))) * (x + x)) + exp(cos(x + 1.5295367815448466))                                                                                                             ,2*x**2*(4*x + 1.8058176194489477) + exp(cos(x + 1.5295367815448466)),27,15,2377.307436196574,2123.4947852672685,0.9871018407260213,8362.827064504354
 (1.6160227414376398 * x) + x                                                                                                                                                                                                                            ,2.6160227414376398*x,5,2,7.559362756652626,13.080113707319,2.61602274143764e-10,26.1602274143764
 (0.08239821434380919 + x) - sqrt(x)                                                                                                                                                                                                                     ,-sqrt(x) + x + 0.08239821434380919,6,5,2.163261794999033,2.974760811002403,-0.1676017230622786,6.92012055417543
 (((x * 4.7406695786640975) - -2.0027366848395287) * ((-1.7808810705870186 / (x + 0.5736029870507292)) - -1.1027965772086152)) + (((x * 0.10159709661416867) * x) + x)                                                                                ,0.10159709661416867*x**2 + x + (1.1027965772086152 - 1.7808810705870186/(x + 0.5736029870507292))*(4.7406695786640975*x + 2.0027366848395287),21,18,20.6771443890088,28.666945047291783,-4.009340857611814,66.32637626333107
 exp(0.618889676252366 / ((exp(x) - ((-0.506722294197459 * exp(x)) + 0.9447352705012635)) - (((((x / 1.3424891975810422) + 0.3092039517868837) - 1.8947951530817597) - 1.4167558430563107) / (x + x))))                                               ,exp(0.618889676252366/(1.50672229419746*exp(x) - 0.9447352705012635 - (0.74488495088217117*x - 3.0023470443511867)/(2*x))),26,16,0.0492254017541411,1.0291438554376058,1.000000000041227,1.173829706120222
 ((x / -0.029671555290515426) - ((x / x) - x)) / -1.2396337857890596                                                                                                                                                                                   ,26.380622975549939*x + 0.80668985587826136,11,4,76.2304912949934,132.709804734947,0.8066898585163237,264.61291961137766
 (cos(x) - ((x * 0.1505825220144427) - 0.528490058917487)) + -0.4619590076067091                                                                                                                                                                         ,-0.1505825220144427*x + cos(x) + 0.06653105131077792,10,6,0.920922483373667,-0.7406483497163959,-2.3640283390605283,1.0665310512957198
 (x / sqrt(x)) * x                                                                                                                                                                                                                                      ,x**(3/2),6,5,9.495795952434383,12.652276849740463,1e-15,31.62277660168379
 (0.18355045931464117 * (sqrt(0.14512830355263776 / x) + (sqrt(x) * (-1.3528470467215603 * x)))) + (((x / -2.6715461093192054) + sqrt((x + -0.4353933990278366) - -0.8479122845422883)) - sqrt(x))                                                   ,-0.24831569680819822*x**(3/2) - sqrt(x) - 0.37431508163444414*x + sqrt(x + 0.4125188855144517) + 0.069924848639409965*sqrt(1/x),27,22,221.21280564114883,2.1367032320762367,-11.50890461832779,6993.127130272155
 (cos(-1.5245524969647934 - x) * sqrt(x + x)) / (((x + x) * ((((x / x) / x) + sqrt(x)) + x)) * -0.5038384668795977)                                                                                                                              ,-0.9923815525571711*sqrt(2)*cos(x + 1.5245524969647934)/(sqrt(x)*(sqrt(x) + x + 1/x)),26,16,0.1349638670157545,0.0593788677508816,-0.0934753935302481,0.3817722253833047
 cos(cos((x + x) / 1.07487583978071)) + -0.48485764554402916                                                                                                                                                                                             ,cos(cos(1.86068002087388*x)) - 0.48485764554402916,9,6,0.1617458744304915,0.2829514570926364,0.0554446603241106,0.5151423422419465
